iso3,economy,regulator,round_year,as_of_date,variable,value,status,confidence,source,note,coded_on
BFA,Burkina Faso,BCEAO,2021,2020-12-31,ib_regime,0.0,verified,high,"No Islamic credit institution and no Islamic branch in the annexed list. Rapport annuel 2020 de la Commission Bancaire de l'UMOA, Annexe II.1.1 Liste des etablissements de credit | cb-umoa.org/sites/default/files/2022-01/Rapport%20annuel%202020%20de%20la%20Commission%20Bancaire.pdf","Exhaustive search of the 2020 report returns 9 occurrences of ""islamique"", all accounted for: BIS, BIN, Tamweel Africa Holding, two training seminars, and one generic mention of ""l'ouverture d'une branche islamique"" in the enumeration of operations subject to prior authorisation (Instruction 002-03-2018 Art.7). No Islamic branch was authorised in 2020: of 18 files handled, 4 were declarations of intent to open succursales and 14 were other requests",2026-08-16
BGD,Bangladesh,National central bank,2011,2010-12-31,ib_legal_framework,1,verified,medium,"Bangladesh Bank, 'Guidelines for Conducting Islamic Banking', 2009, Section I (introduction) and following sections on Islamic banking branches, Shariah governance, deposit and investment modes, liquidity and accounts | bb.org.bd/aboutus/regulationguideline/islamicbanking/guideislamicbnk.pdf","BORDERLINE, JUDGEMENT RECORDED. D-35 makes a supervisory guideline a judgement call. Coded 1: the instrument is issued by the banking supervisor, addressed exclusively to Islamic banking, and sets licensing conditions for Islamic branches/windows, Shariah governance, permitted modes, liquidity and accounts - the same instrument class as BCEAO Instruction 002-03-2018, which the 16 already-coded economies score as 1. Counter-argument recorded: the Guidelines state they are 'supplementary, not a substitute' to existing banking law, and Bangladesh has no Islamic banking statute; a coder applying a statute-only threshold would score 0 in all four rounds, which is a constant and would be absorbed by country fixed effects. Issued 2009, i.e. before the earliest reference date 2010-12-31, so the exact day is immaterial; circular number not confirmed.",2026-08-16
BGD,Bangladesh,National central bank,2014,2013-12-31,ib_legal_framework,1,verified,medium,"Bangladesh Bank, 'Guidelines for Conducting Islamic Banking', 2009, Section I (introduction) and following sections on Islamic banking branches, Shariah governance, deposit and investment modes, liquidity and accounts | bb.org.bd/aboutus/regulationguideline/islamicbanking/guideislamicbnk.pdf","BORDERLINE, JUDGEMENT RECORDED. D-35 makes a supervisory guideline a judgement call. Coded 1: the instrument is issued by the banking supervisor, addressed exclusively to Islamic banking, and sets licensing conditions for Islamic branches/windows, Shariah governance, permitted modes, liquidity and accounts - the same instrument class as BCEAO Instruction 002-03-2018, which the 16 already-coded economies score as 1. Counter-argument recorded: the Guidelines state they are 'supplementary, not a substitute' to existing banking law, and Bangladesh has no Islamic banking statute; a coder applying a statute-only threshold would score 0 in all four rounds, which is a constant and would be absorbed by country fixed effects. Issued 2009, i.e. before the earliest reference date 2010-12-31, so the exact day is immaterial; circular number not confirmed.",2026-08-16
BGD,Bangladesh,National central bank,2017,2016-12-31,ib_legal_framework,1,verified,medium,"Bangladesh Bank, 'Guidelines for Conducting Islamic Banking', 2009, Section I (introduction) and following sections on Islamic banking branches, Shariah governance, deposit and investment modes, liquidity and accounts | bb.org.bd/aboutus/regulationguideline/islamicbanking/guideislamicbnk.pdf","BORDERLINE, JUDGEMENT RECORDED. D-35 makes a supervisory guideline a judgement call. Coded 1: the instrument is issued by the banking supervisor, addressed exclusively to Islamic banking, and sets licensing conditions for Islamic branches/windows, Shariah governance, permitted modes, liquidity and accounts - the same instrument class as BCEAO Instruction 002-03-2018, which the 16 already-coded economies score as 1. Counter-argument recorded: the Guidelines state they are 'supplementary, not a substitute' to existing banking law, and Bangladesh has no Islamic banking statute; a coder applying a statute-only threshold would score 0 in all four rounds, which is a constant and would be absorbed by country fixed effects. Issued 2009, i.e. before the earliest reference date 2010-12-31, so the exact day is immaterial; circular number not confirmed.",2026-08-16
BGD,Bangladesh,National central bank,2021,2020-12-31,ib_legal_framework,1,verified,medium,"Bangladesh Bank, 'Guidelines for Conducting Islamic Banking', 2009, Section I (introduction) and following sections on Islamic banking branches, Shariah governance, deposit and investment modes, liquidity and accounts | bb.org.bd/aboutus/regulationguideline/islamicbanking/guideislamicbnk.pdf","BORDERLINE, JUDGEMENT RECORDED. D-35 makes a supervisory guideline a judgement call. Coded 1: the instrument is issued by the banking supervisor, addressed exclusively to Islamic banking, and sets licensing conditions for Islamic branches/windows, Shariah governance, permitted modes, liquidity and accounts - the same instrument class as BCEAO Instruction 002-03-2018, which the 16 already-coded economies score as 1. Counter-argument recorded: the Guidelines state they are 'supplementary, not a substitute' to existing banking law, and Bangladesh has no Islamic banking statute; a coder applying a statute-only threshold would score 0 in all four rounds, which is a constant and would be absorbed by country fixed effects. Issued 2009, i.e. before the earliest reference date 2010-12-31, so the exact day is immaterial; circular number not confirmed.",2026-08-16
BGD,Bangladesh,National central bank,2011,2010-12-31,ib_regime,2,bracketed,high,"Bangladesh Bank, 'Guidelines for Conducting Islamic Banking', 2009, Section I: 'a number of full-fledged Islamic Banks has been established' alongside conventional banks operating Islamic branches | bb.org.bd/aboutus/regulationguideline/islamicbanking/guideislamicbnk.pdf . Bounded above by IFSB, IFSI Stability Report 2015, Chart 1.1.1.3, p.24 (17.0%, 1H2014)","Bracketed rather than verified: the reference date is not directly observed, but it is bounded by a dated Bangladesh Bank statement in 2009 that full-fledged Islamic banks were already established and by the IFSB 1H2014 reading, which agree.",2026-08-16
BGD,Bangladesh,National central bank,2014,2013-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2015, Chart 1.1.1.3, p.24: Islamic banking share of total domestic banking assets = 17.0% (1H2014). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
BGD,Bangladesh,National central bank,2017,2016-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28: Islamic banking share of total domestic banking assets = 19.8% (1H2017). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
BGD,Bangladesh,National central bank,2021,2020-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2022, Chart 1.2.1, p.25: Islamic banking share of total domestic banking assets = 26.3% (2021). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
CMR,Cameroon,COBAC/BEAC,2011,2010-12-31,ib_legal_framework,0.0,verified,high,Reglement n°04/22/CEMAC/UMAC/COBAC du 9 novembre 2022 relatif aux conditions d'exercice et de controle de l'activite de finance islamique dans la CEMAC; entry into force 01.01.2023 | droitmediasfinance.com ; kalieu-elongo.com ; legecam.cm/wp-content/uploads/2024/05/bb-acb-05-reglement-n04-22-cemac-finance-islamique.pdf,"Post-dates every as_of_date, including 2020-12-31",2026-08-16
CMR,Cameroon,COBAC/BEAC,2014,2013-12-31,ib_legal_framework,0.0,verified,high,Reglement n°04/22/CEMAC/UMAC/COBAC du 9 novembre 2022 relatif aux conditions d'exercice et de controle de l'activite de finance islamique dans la CEMAC; entry into force 01.01.2023 | droitmediasfinance.com ; kalieu-elongo.com ; legecam.cm/wp-content/uploads/2024/05/bb-acb-05-reglement-n04-22-cemac-finance-islamique.pdf,"Post-dates every as_of_date, including 2020-12-31",2026-08-16
CMR,Cameroon,COBAC/BEAC,2017,2016-12-31,ib_legal_framework,0.0,verified,high,Reglement n°04/22/CEMAC/UMAC/COBAC du 9 novembre 2022 relatif aux conditions d'exercice et de controle de l'activite de finance islamique dans la CEMAC; entry into force 01.01.2023 | droitmediasfinance.com ; kalieu-elongo.com ; legecam.cm/wp-content/uploads/2024/05/bb-acb-05-reglement-n04-22-cemac-finance-islamique.pdf,"Post-dates every as_of_date, including 2020-12-31",2026-08-16
CMR,Cameroon,COBAC/BEAC,2021,2020-12-31,ib_legal_framework,0.0,verified,high,Reglement n°04/22/CEMAC/UMAC/COBAC du 9 novembre 2022 relatif aux conditions d'exercice et de controle de l'activite de finance islamique dans la CEMAC; entry into force 01.01.2023 | droitmediasfinance.com ; kalieu-elongo.com ; legecam.cm/wp-content/uploads/2024/05/bb-acb-05-reglement-n04-22-cemac-finance-islamique.pdf,"Post-dates every as_of_date, including 2020-12-31",2026-08-16
CMR,Cameroon,COBAC/BEAC,2011,2010-12-31,ib_regime,0.0,verified,high,"Reglement 04/22/CEMAC/UMAC/COBAC, in force 01.01.2023, is the instrument that first created an authorisation for Islamic finance activity in CEMAC | droitmediasfinance.com ; legecam.cm","No Islamic authorisation existed in any CEMAC register before Reglement 04/22 entered into force on 01.01.2023. Coded on the same criterion as Benin, Burkina Faso, Mali and Togo before March 2018. Cameroonian institutions offered Islamic products from at least 2015 outside any register. MEASUREMENT LIMITATION (applies to the whole variable, not to this economy): value 1 is unobservable in jurisdictions with no dedicated framework, because an Islamic window is not a separately licensed entity there and cannot appear in any register. Value 2 is observable in all cases. The variable therefore under-counts in one category and in a known direction.",2026-08-16
CMR,Cameroon,COBAC/BEAC,2014,2013-12-31,ib_regime,0.0,verified,high,"Reglement 04/22/CEMAC/UMAC/COBAC, in force 01.01.2023, is the instrument that first created an authorisation for Islamic finance activity in CEMAC | droitmediasfinance.com ; legecam.cm","No Islamic authorisation existed in any CEMAC register before Reglement 04/22 entered into force on 01.01.2023. Coded on the same criterion as Benin, Burkina Faso, Mali and Togo before March 2018. Cameroonian institutions offered Islamic products from at least 2015 outside any register. MEASUREMENT LIMITATION (applies to the whole variable, not to this economy): value 1 is unobservable in jurisdictions with no dedicated framework, because an Islamic window is not a separately licensed entity there and cannot appear in any register. Value 2 is observable in all cases. The variable therefore under-counts in one category and in a known direction.",2026-08-16
CMR,Cameroon,COBAC/BEAC,2017,2016-12-31,ib_regime,0.0,verified,high,"Reglement 04/22/CEMAC/UMAC/COBAC, in force 01.01.2023, is the instrument that first created an authorisation for Islamic finance activity in CEMAC | droitmediasfinance.com ; legecam.cm","No Islamic authorisation existed in any CEMAC register before Reglement 04/22 entered into force on 01.01.2023. Coded on the same criterion as Benin, Burkina Faso, Mali and Togo before March 2018. Cameroonian institutions offered Islamic products from at least 2015 outside any register. MEASUREMENT LIMITATION (applies to the whole variable, not to this economy): value 1 is unobservable in jurisdictions with no dedicated framework, because an Islamic window is not a separately licensed entity there and cannot appear in any register. Value 2 is observable in all cases. The variable therefore under-counts in one category and in a known direction.",2026-08-16
CMR,Cameroon,COBAC/BEAC,2021,2020-12-31,ib_regime,0.0,verified,high,"Reglement 04/22/CEMAC/UMAC/COBAC, in force 01.01.2023, is the instrument that first created an authorisation for Islamic finance activity in CEMAC | droitmediasfinance.com ; legecam.cm","No Islamic authorisation existed in any CEMAC register before Reglement 04/22 entered into force on 01.01.2023. Coded on the same criterion as Benin, Burkina Faso, Mali and Togo before March 2018. Cameroonian institutions offered Islamic products from at least 2015 outside any register. MEASUREMENT LIMITATION (applies to the whole variable, not to this economy): value 1 is unobservable in jurisdictions with no dedicated framework, because an Islamic window is not a separately licensed entity there and cannot appear in any register. Value 2 is observable in all cases. The variable therefore under-counts in one category and in a known direction.",2026-08-16
DZA,Algeria,National central bank,2011,2010-12-31,ib_legal_framework,0,verified,high,"Reglement n°20-02 du 15 mars 2020 definissant les operations de banque relevant de la finance islamique et les conditions de leur exercice par les banques et les etablissements financiers, JO n°16 du 24.03.2020, Art. 23 (abroge le reglement n°18-02) | bank-of-algeria.dz/wp-content/uploads/2023/01/reglement202002.pdf ; bank-of-algeria.dz/finance-islamique-reglement-2/ . Predecessor: Reglement n°18-02 du 04.11.2018 portant conditions d'exercice des operations de banque relevant de la finance participative, JO n°73 du 09.12.2018, p.18 | bank-of-algeria.dz/stoodroa/2021/03/reglement201802-1.pdf","CONFIRMED - IN-WINDOW CHANGE. First dedicated instrument is Reglement 18-02 of 04.11.2018 (JO 09.12.2018), replaced by Reglement 20-02 of 15.03.2020 (JO 24.03.2020). Nothing dedicated existed at 2010-12-31, 2013-12-31 or 2016-12-31; one or other regulation was in force at 2020-12-31. The 2018 instrument does not itself move any reference date.",2026-08-16
DZA,Algeria,National central bank,2014,2013-12-31,ib_legal_framework,0,verified,high,"Reglement n°20-02 du 15 mars 2020 definissant les operations de banque relevant de la finance islamique et les conditions de leur exercice par les banques et les etablissements financiers, JO n°16 du 24.03.2020, Art. 23 (abroge le reglement n°18-02) | bank-of-algeria.dz/wp-content/uploads/2023/01/reglement202002.pdf ; bank-of-algeria.dz/finance-islamique-reglement-2/ . Predecessor: Reglement n°18-02 du 04.11.2018 portant conditions d'exercice des operations de banque relevant de la finance participative, JO n°73 du 09.12.2018, p.18 | bank-of-algeria.dz/stoodroa/2021/03/reglement201802-1.pdf","CONFIRMED - IN-WINDOW CHANGE. First dedicated instrument is Reglement 18-02 of 04.11.2018 (JO 09.12.2018), replaced by Reglement 20-02 of 15.03.2020 (JO 24.03.2020). Nothing dedicated existed at 2010-12-31, 2013-12-31 or 2016-12-31; one or other regulation was in force at 2020-12-31. The 2018 instrument does not itself move any reference date.",2026-08-16
DZA,Algeria,National central bank,2017,2016-12-31,ib_legal_framework,0,verified,high,"Reglement n°20-02 du 15 mars 2020 definissant les operations de banque relevant de la finance islamique et les conditions de leur exercice par les banques et les etablissements financiers, JO n°16 du 24.03.2020, Art. 23 (abroge le reglement n°18-02) | bank-of-algeria.dz/wp-content/uploads/2023/01/reglement202002.pdf ; bank-of-algeria.dz/finance-islamique-reglement-2/ . Predecessor: Reglement n°18-02 du 04.11.2018 portant conditions d'exercice des operations de banque relevant de la finance participative, JO n°73 du 09.12.2018, p.18 | bank-of-algeria.dz/stoodroa/2021/03/reglement201802-1.pdf","CONFIRMED - IN-WINDOW CHANGE. First dedicated instrument is Reglement 18-02 of 04.11.2018 (JO 09.12.2018), replaced by Reglement 20-02 of 15.03.2020 (JO 24.03.2020). Nothing dedicated existed at 2010-12-31, 2013-12-31 or 2016-12-31; one or other regulation was in force at 2020-12-31. The 2018 instrument does not itself move any reference date.",2026-08-16
DZA,Algeria,National central bank,2021,2020-12-31,ib_legal_framework,1,verified,high,"Reglement n°20-02 du 15 mars 2020 definissant les operations de banque relevant de la finance islamique et les conditions de leur exercice par les banques et les etablissements financiers, JO n°16 du 24.03.2020, Art. 23 (abroge le reglement n°18-02) | bank-of-algeria.dz/wp-content/uploads/2023/01/reglement202002.pdf ; bank-of-algeria.dz/finance-islamique-reglement-2/ . Predecessor: Reglement n°18-02 du 04.11.2018 portant conditions d'exercice des operations de banque relevant de la finance participative, JO n°73 du 09.12.2018, p.18 | bank-of-algeria.dz/stoodroa/2021/03/reglement201802-1.pdf","CONFIRMED - IN-WINDOW CHANGE. First dedicated instrument is Reglement 18-02 of 04.11.2018 (JO 09.12.2018), replaced by Reglement 20-02 of 15.03.2020 (JO 24.03.2020). Nothing dedicated existed at 2010-12-31, 2013-12-31 or 2016-12-31; one or other regulation was in force at 2020-12-31. The 2018 instrument does not itself move any reference date.",2026-08-16
DZA,Algeria,National central bank,2011,2010-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2013, Chart 1.1.1, p.22: Islamic banking share of total domestic banking assets = 1.8% (2012E). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
DZA,Algeria,National central bank,2014,2013-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2015, Chart 1.1.1.3, p.24: Islamic banking share of total domestic banking assets = 1.5% (1H2014). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
DZA,Algeria,National central bank,2017,2016-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28: Islamic banking share of total domestic banking assets = 3.0% (1H2017). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
DZA,Algeria,National central bank,2021,2020-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2022, Chart 1.2.1, p.25: Islamic banking share of total domestic banking assets = 2.4% (2021). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
EGY,Egypt,National central bank,2011,2010-12-31,ib_legal_framework,0,verified,high,"No standalone Islamic banking code; Islamic finance is regulated within the existing financial statutes - Chambers Global Practice Guides, Islamic Finance 2025, Egypt, 'Legal and Regulatory Framework' | practiceguides.chambers.com/practice-guides/islamic-finance-2025/egypt . Governing statutes: Law No. 88 of 2003, replaced by Law No. 194 of 2020 on the Central Bank and the Banking Sector, promulgated 15.09.2020, in force 16.09.2020 | shalakany.com/the-new-central-bank-and-banking-sector-law/","REFUTED - no dedicated instrument identified. Ambiguity recorded for 2021: Law 194/2020 was in force at 2020-12-31 and does contain Islamic-banking provisions, including a CBE Supreme Sharia Advisory Board reviewing bank-level Sharia boards. Chambers describes the regime as regulation 'within the existing financial statutes rather than a standalone code', which is the Guinea threshold, so the conservative code under rule 7 is 0. If the 194/2020 provisions are later found to form a dedicated chapter rather than scattered articles, the 2021 cell should move to 1; confidence for 2021 is medium for that reason.",2026-08-16
EGY,Egypt,National central bank,2014,2013-12-31,ib_legal_framework,0,verified,high,"No standalone Islamic banking code; Islamic finance is regulated within the existing financial statutes - Chambers Global Practice Guides, Islamic Finance 2025, Egypt, 'Legal and Regulatory Framework' | practiceguides.chambers.com/practice-guides/islamic-finance-2025/egypt . Governing statutes: Law No. 88 of 2003, replaced by Law No. 194 of 2020 on the Central Bank and the Banking Sector, promulgated 15.09.2020, in force 16.09.2020 | shalakany.com/the-new-central-bank-and-banking-sector-law/","REFUTED - no dedicated instrument identified. Ambiguity recorded for 2021: Law 194/2020 was in force at 2020-12-31 and does contain Islamic-banking provisions, including a CBE Supreme Sharia Advisory Board reviewing bank-level Sharia boards. Chambers describes the regime as regulation 'within the existing financial statutes rather than a standalone code', which is the Guinea threshold, so the conservative code under rule 7 is 0. If the 194/2020 provisions are later found to form a dedicated chapter rather than scattered articles, the 2021 cell should move to 1; confidence for 2021 is medium for that reason.",2026-08-16
EGY,Egypt,National central bank,2017,2016-12-31,ib_legal_framework,0,verified,high,"No standalone Islamic banking code; Islamic finance is regulated within the existing financial statutes - Chambers Global Practice Guides, Islamic Finance 2025, Egypt, 'Legal and Regulatory Framework' | practiceguides.chambers.com/practice-guides/islamic-finance-2025/egypt . Governing statutes: Law No. 88 of 2003, replaced by Law No. 194 of 2020 on the Central Bank and the Banking Sector, promulgated 15.09.2020, in force 16.09.2020 | shalakany.com/the-new-central-bank-and-banking-sector-law/","REFUTED - no dedicated instrument identified. Ambiguity recorded for 2021: Law 194/2020 was in force at 2020-12-31 and does contain Islamic-banking provisions, including a CBE Supreme Sharia Advisory Board reviewing bank-level Sharia boards. Chambers describes the regime as regulation 'within the existing financial statutes rather than a standalone code', which is the Guinea threshold, so the conservative code under rule 7 is 0. If the 194/2020 provisions are later found to form a dedicated chapter rather than scattered articles, the 2021 cell should move to 1; confidence for 2021 is medium for that reason.",2026-08-16
EGY,Egypt,National central bank,2021,2020-12-31,ib_legal_framework,0,verified,medium,"No standalone Islamic banking code; Islamic finance is regulated within the existing financial statutes - Chambers Global Practice Guides, Islamic Finance 2025, Egypt, 'Legal and Regulatory Framework' | practiceguides.chambers.com/practice-guides/islamic-finance-2025/egypt . Governing statutes: Law No. 88 of 2003, replaced by Law No. 194 of 2020 on the Central Bank and the Banking Sector, promulgated 15.09.2020, in force 16.09.2020 | shalakany.com/the-new-central-bank-and-banking-sector-law/","REFUTED - no dedicated instrument identified. Ambiguity recorded for 2021: Law 194/2020 was in force at 2020-12-31 and does contain Islamic-banking provisions, including a CBE Supreme Sharia Advisory Board reviewing bank-level Sharia boards. Chambers describes the regime as regulation 'within the existing financial statutes rather than a standalone code', which is the Guinea threshold, so the conservative code under rule 7 is 0. If the 194/2020 provisions are later found to form a dedicated chapter rather than scattered articles, the 2021 cell should move to 1; confidence for 2021 is medium for that reason.",2026-08-16
EGY,Egypt,National central bank,2011,2010-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2013, Chart 1.1.1, p.22: Islamic banking share of total domestic banking assets = 6.5% (2012E). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
EGY,Egypt,National central bank,2014,2013-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2015, Chart 1.1.1.3, p.24: Islamic banking share of total domestic banking assets = 6.6% (1H2014). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
EGY,Egypt,National central bank,2017,2016-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28: Islamic banking share of total domestic banking assets = 6.0% (1H2017). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
EGY,Egypt,National central bank,2021,2020-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2022, Chart 1.2.1, p.25: Islamic banking share of total domestic banking assets = 4.0% (2021). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
GAB,Gabon,COBAC/BEAC,2011,2010-12-31,ib_legal_framework,0.0,verified,high,Reglement n°04/22/CEMAC/UMAC/COBAC du 9 novembre 2022 relatif aux conditions d'exercice et de controle de l'activite de finance islamique dans la CEMAC; entry into force 01.01.2023 | droitmediasfinance.com ; kalieu-elongo.com ; legecam.cm/wp-content/uploads/2024/05/bb-acb-05-reglement-n04-22-cemac-finance-islamique.pdf,"Post-dates every as_of_date, including 2020-12-31",2026-08-16
GAB,Gabon,COBAC/BEAC,2014,2013-12-31,ib_legal_framework,0.0,verified,high,Reglement n°04/22/CEMAC/UMAC/COBAC du 9 novembre 2022 relatif aux conditions d'exercice et de controle de l'activite de finance islamique dans la CEMAC; entry into force 01.01.2023 | droitmediasfinance.com ; kalieu-elongo.com ; legecam.cm/wp-content/uploads/2024/05/bb-acb-05-reglement-n04-22-cemac-finance-islamique.pdf,"Post-dates every as_of_date, including 2020-12-31",2026-08-16
GAB,Gabon,COBAC/BEAC,2017,2016-12-31,ib_legal_framework,0.0,verified,high,Reglement n°04/22/CEMAC/UMAC/COBAC du 9 novembre 2022 relatif aux conditions d'exercice et de controle de l'activite de finance islamique dans la CEMAC; entry into force 01.01.2023 | droitmediasfinance.com ; kalieu-elongo.com ; legecam.cm/wp-content/uploads/2024/05/bb-acb-05-reglement-n04-22-cemac-finance-islamique.pdf,"Post-dates every as_of_date, including 2020-12-31",2026-08-16
GAB,Gabon,COBAC/BEAC,2021,2020-12-31,ib_legal_framework,0.0,verified,high,Reglement n°04/22/CEMAC/UMAC/COBAC du 9 novembre 2022 relatif aux conditions d'exercice et de controle de l'activite de finance islamique dans la CEMAC; entry into force 01.01.2023 | droitmediasfinance.com ; kalieu-elongo.com ; legecam.cm/wp-content/uploads/2024/05/bb-acb-05-reglement-n04-22-cemac-finance-islamique.pdf,"Post-dates every as_of_date, including 2020-12-31",2026-08-16
GAB,Gabon,COBAC/BEAC,2011,2010-12-31,ib_regime,0.0,verified,high,"Reglement 04/22/CEMAC/UMAC/COBAC, in force 01.01.2023, is the instrument that first created an authorisation for Islamic finance activity in CEMAC | droitmediasfinance.com ; legecam.cm","No Islamic authorisation existed in any CEMAC register before Reglement 04/22 entered into force on 01.01.2023. Coded on the same criterion as Benin, Burkina Faso, Mali and Togo before March 2018. MEASUREMENT LIMITATION (applies to the whole variable, not to this economy): value 1 is unobservable in jurisdictions with no dedicated framework, because an Islamic window is not a separately licensed entity there and cannot appear in any register. Value 2 is observable in all cases. The variable therefore under-counts in one category and in a known direction.",2026-08-16
GAB,Gabon,COBAC/BEAC,2014,2013-12-31,ib_regime,0.0,verified,high,"Reglement 04/22/CEMAC/UMAC/COBAC, in force 01.01.2023, is the instrument that first created an authorisation for Islamic finance activity in CEMAC | droitmediasfinance.com ; legecam.cm","No Islamic authorisation existed in any CEMAC register before Reglement 04/22 entered into force on 01.01.2023. Coded on the same criterion as Benin, Burkina Faso, Mali and Togo before March 2018. MEASUREMENT LIMITATION (applies to the whole variable, not to this economy): value 1 is unobservable in jurisdictions with no dedicated framework, because an Islamic window is not a separately licensed entity there and cannot appear in any register. Value 2 is observable in all cases. The variable therefore under-counts in one category and in a known direction.",2026-08-16
GAB,Gabon,COBAC/BEAC,2017,2016-12-31,ib_regime,0.0,verified,high,"Reglement 04/22/CEMAC/UMAC/COBAC, in force 01.01.2023, is the instrument that first created an authorisation for Islamic finance activity in CEMAC | droitmediasfinance.com ; legecam.cm","No Islamic authorisation existed in any CEMAC register before Reglement 04/22 entered into force on 01.01.2023. Coded on the same criterion as Benin, Burkina Faso, Mali and Togo before March 2018. MEASUREMENT LIMITATION (applies to the whole variable, not to this economy): value 1 is unobservable in jurisdictions with no dedicated framework, because an Islamic window is not a separately licensed entity there and cannot appear in any register. Value 2 is observable in all cases. The variable therefore under-counts in one category and in a known direction.",2026-08-16
GAB,Gabon,COBAC/BEAC,2021,2020-12-31,ib_regime,0.0,verified,high,"Reglement 04/22/CEMAC/UMAC/COBAC, in force 01.01.2023, is the instrument that first created an authorisation for Islamic finance activity in CEMAC | droitmediasfinance.com ; legecam.cm","No Islamic authorisation existed in any CEMAC register before Reglement 04/22 entered into force on 01.01.2023. Coded on the same criterion as Benin, Burkina Faso, Mali and Togo before March 2018. MEASUREMENT LIMITATION (applies to the whole variable, not to this economy): value 1 is unobservable in jurisdictions with no dedicated framework, because an Islamic window is not a separately licensed entity there and cannot appear in any register. Value 2 is observable in all cases. The variable therefore under-counts in one category and in a known direction.",2026-08-16
GIN,Guinea,BCRG,2011,2010-12-31,ib_legal_framework,0.0,verified,high,"Framework limited to Article 80 of the Guinean banking law; no dedicated regulation, no sukuk rules, no specialised supervision | Balde, M.T. (2025), RAFI 9(1):51-67, DOI 10.48394/IMIST.PRSM/rafi-v9i1.53181","Coded 0 on the criterion applied to Albania. Constant across rounds, absorbed by country fixed effects. Report sensitivity at 1",2026-08-16
GIN,Guinea,BCRG,2014,2013-12-31,ib_legal_framework,0.0,verified,high,"Framework limited to Article 80 of the Guinean banking law; no dedicated regulation, no sukuk rules, no specialised supervision | Balde, M.T. (2025), RAFI 9(1):51-67, DOI 10.48394/IMIST.PRSM/rafi-v9i1.53181","Coded 0 on the criterion applied to Albania. Constant across rounds, absorbed by country fixed effects. Report sensitivity at 1",2026-08-16
GIN,Guinea,BCRG,2017,2016-12-31,ib_legal_framework,0.0,verified,high,"Framework limited to Article 80 of the Guinean banking law; no dedicated regulation, no sukuk rules, no specialised supervision | Balde, M.T. (2025), RAFI 9(1):51-67, DOI 10.48394/IMIST.PRSM/rafi-v9i1.53181","Coded 0 on the criterion applied to Albania. Constant across rounds, absorbed by country fixed effects. Report sensitivity at 1",2026-08-16
GIN,Guinea,BCRG,2021,2020-12-31,ib_legal_framework,0.0,verified,high,"Framework limited to Article 80 of the Guinean banking law; no dedicated regulation, no sukuk rules, no specialised supervision | Balde, M.T. (2025), RAFI 9(1):51-67, DOI 10.48394/IMIST.PRSM/rafi-v9i1.53181","Coded 0 on the criterion applied to Albania. Constant across rounds, absorbed by country fixed effects. Report sensitivity at 1",2026-08-16
GIN,Guinea,BCRG,2011,2010-12-31,ib_regime,2.0,verified,high,"Banque Islamique de Guinee (BIG), created 1983, entry 04 of the BCRG licensed-bank list | bcrg-guinee.org/wp-content/uploads/2023/03/BANQUES-AGREEES.pdf",Islamic banking = 2.3% of banking assets in 2022 (Balde 2025),2026-08-16
GIN,Guinea,BCRG,2014,2013-12-31,ib_regime,2.0,verified,high,"Banque Islamique de Guinee (BIG), created 1983, entry 04 of the BCRG licensed-bank list | bcrg-guinee.org/wp-content/uploads/2023/03/BANQUES-AGREEES.pdf",Islamic banking = 2.3% of banking assets in 2022 (Balde 2025),2026-08-16
GIN,Guinea,BCRG,2017,2016-12-31,ib_regime,2.0,verified,high,"Banque Islamique de Guinee (BIG), created 1983, entry 04 of the BCRG licensed-bank list | bcrg-guinee.org/wp-content/uploads/2023/03/BANQUES-AGREEES.pdf",Islamic banking = 2.3% of banking assets in 2022 (Balde 2025),2026-08-16
